marker,chr,pos
AX-90855637,4,1.48394798789373
AX-91596951,4,1.48499794492396
AX-91596963,4,1.48532302058813
AX-91596953,4,1.48577140081456
AX-90855622,4,1.48605163845608
AX-90855623,4,1.48765086126368
AX-91217558,4,1.49820274259238
AX-90855656,4,1.62221047220386
AX-90855668,4,1.62248659763531
AX-91924188,4,1.62249247264449
AX-90855671,4,1.62258647279136
AX-91596986,4,1.669407358449
AX-90855658,4,1.66951310861423
AX-91596973,4,1.66955423367849
AX-90855657,4,1.66965117132996
AX-90855664,4,1.67124917382683
AX-91596982,4,1.67250642579129
PZE-104000488,4,1.67260042593817
AX-90628824,4,1.67394286553573
AX-91394333,4,1.67481530439891
AX-91596977,4,1.67616655651024
AX-90575719,4,1.6763809943453
AX-91446789,4,1.67777924653007
AX-91413358,4,1.67794962179628
AX-91386105,4,1.67825512227363
PZE-104000566,4,1.67893956084306
AX-90855648,4,1.67931262392598
AX-90855649,4,1.67953293677021
AX-91596989,4,1.67969156201807
AX-91596988,4,1.68096056400088
AX-90855650,4,1.68126606447823
AX-91596992,4,1.68147462730411
AX-90855670,4,1.68183594036866
AX-91596991,4,1.68185062789161
AX-90855655,4,1.68217375339649
AX-90855654,4,1.68226775354336
AX-90855652,4,1.687061761034
AX-91596993,4,1.69099214217522
AX-90855660,4,1.69941396783432
AX-91596975,4,1.69984871851362
AX-91596997,4,1.79342586472791
AX-90855680,4,1.79509436733495
AX-90855706,4,1.86948295688776
AX-91597002,4,1.87347523270195
AX-90855685,4,1.94344420577578
AX-91597000,4,1.94657727440387
AX-91391026,4,1.95002278200872
PZE-104000439,4,1.95140272082276
AX-91596998,4,1.95624552496257
AX-90855703,4,1.95691379721843
AX-91440178,4,1.97421076612641
AX-90636215,4,1.97457527826596
AX-91426350,4,1.98019917984769
AX-90636872,4,1.9809282041268
AX-90622283,4,1.98138818373148
AX-90608346,4,1.98217796003385
AX-90604301,4,1.98237757382456
AX-91412498,4,1.98363600859207
AX-91597001,4,1.98656078456899
AX-90855690,4,1.98689926012715
AX-91399932,4,1.99418950291827
PZE-104000768,4,2.01269283343097
AX-90606309,4,2.01813447894291
AX-91410465,4,2.0182646618499
AX-91447674,4,2.05898587515459
AX-90855692,4,2.074408210202
AX-90855677,4,2.07497233613227
AX-90855699,4,2.07883442903947
AX-91596996,4,2.07932044522554
AX-90606146,4,2.08195013994662
SYN16374,4,2.08226257892339
SYN16375,4,2.08312178610948
AX-90606148,4,2.08498774110959
AX-90635885,4,2.08577751741196
AX-91424254,4,2.08671483434225
AX-90630944,4,2.08723556597019
AX-91434903,4,2.08905812666797
AX-91434904,4,2.08930113476101
AX-90855698,4,2.10031460869188
AX-90855678,4,2.10169454750591
AX-90855675,4,2.10342164073857
AX-90855700,4,2.10425481134327
AX-91597007,4,2.10597322571546
AX-90855702,4,2.10632905899455
AX-90608557,4,2.10803011564582
PUT-163a-148963268-590,4,2.10829916032025
PUT-163a-148963268-589,4,2.10832519690165
AX-91412696,4,2.10861159929701
AX-90608559,4,2.10915836750635
AX-91412697,4,2.10918440408774
AX-91398941,4,2.11328082622752
AX-90580377,4,2.11397513506477
AX-90612851,4,2.11468680162295
AX-91385325,4,2.11470415934388
AX-91385323,4,2.11561543969277
SYN16371,4,2.11615352904164
AX-90631405,4,2.11915641476274
AX-91449272,4,2.11981600815813
AX-90645428,4,2.12045824383258
AX-91449273,4,2.12056239015817
AX-90645429,4,2.12083143483261
SYN16370,4,2.12089218685587
PZE-104000850,4,2.12868580355399
AX-90855731,4,2.33479460903779
AX-90855733,4,2.34595824646915
AX-91447367,4,2.34906186687025
AX-91403075,4,2.34996916933376
AX-91597026,4,2.35265290542326
AX-91199598,4,2.58699250962332
AX-90855751,4,2.78491433508443
AX-91849890,4,2.82697348523037
AX-91597038,4,2.82703397519911
AX-90855749,4,2.82729609839702
AX-91597041,4,2.82763383405585
AX-90855747,4,2.82776237523944
AX-91597046,4,2.82805726383708
AX-90855762,4,2.82885371509225
AX-90855763,4,2.82915364452062
AX-90855757,4,2.83598649057365
AX-90578670,4,2.83706522834963
AX-91379687,4,2.83718872870249
AX-91379688,4,2.8372945861478
AX-90619578,4,2.83736011694727
AX-91597050,4,2.83771801592902
AX-91597051,4,2.8378616796048
AX-90855760,4,2.83791712874282
AX-91383892,4,2.84243371307591
AX-90631070,4,2.8441576771852
AX-91597048,4,2.8442710958766
AX-90855742,4,2.84444500453675
AX-90597445,4,2.84460631112007
AX-91597040,4,2.84567748764996
SYNGENTA2114,4,2.84578586551064
AX-90855753,4,2.84594969250933
AX-90625039,4,2.84662264341163
AX-91597036,4,2.85526262728098
AX-91597044,4,2.85546174009477
AX-91597045,4,2.8556507712471
AX-90855740,4,2.85570874080048
AX-91597034,4,2.85596078233693
AX-90855737,4,2.85698659139026
AX-90623546,4,2.85723863292671
AX-91427531,4,2.85737473535639
AX-91597030,4,2.85747807238633
AX-90855735,4,2.85749067446315
AX-91597031,4,2.85766710353866
AX-90589878,4,2.85792922673657
AX-91394628,4,2.85801240044359
PZE-104001077,4,2.85831485028733
AX-91390418,4,2.85840306482508
AX-90855738,4,2.85852404476258
AX-90855761,4,2.85865510636153
AX-91422183,4,2.85873575965319
AX-90611259,4,2.85891722955943
AX-90631469,4,2.85985986490574
AX-91379038,4,2.86235255570118
AX-90574111,4,2.86242564774675
AX-90621694,4,2.86301794535739
AX-90607729,4,2.86330527270894
AX-91411863,4,2.86338340558524
AX-90855736,4,2.86360520213731
AX-90641167,4,2.86462849077528
AX-90627254,4,2.86476711362032
AX-90855755,4,2.87375995564069
AX-90579479,4,2.90304214134489
AX-90579478,4,2.90344288738784
AX-90615402,4,2.90440064522633
AX-91398000,4,2.90459723762476
AX-90593390,4,2.90479383002319
PZE-104001186,4,2.90603639479786
AX-90855743,4,2.90627583425749
AX-90855750,4,2.90831232987196
AX-90855778,4,3.0364564703702
AX-90855780,4,3.03655098920447
AX-90855779,4,3.03666404114349
AX-91597055,4,3.03676967984062
AX-91217564,4,3.03739053885002
AX-90855766,4,3.03890469350878
AX-90855793,4,3.03936616781726
AX-90855773,4,3.03964601769911
AX-90855790,4,3.04051892693323
AX-91217563,4,3.04070796460177
AX-91448155,4,3.04298197655562
AX-90855786,4,3.04307464207941
AX-91597061,4,3.04311356159941
AX-91849891,4,3.04418477505444
AX-91597057,4,3.04434230644489
AX-90855770,4,3.0444331186582
AX-90855769,4,3.04498911180095
AX-90855767,4,3.04508363063522
AX-90855784,4,3.04621600333596
AX-91217566,4,3.04628828244452
AX-90855764,4,3.0465273594959
AX-90855792,4,3.04694806097391
AX-90855788,4,3.04754853356809
AX-90855791,4,3.04763378584997
AX-91597060,4,3.04826761803271
AX-90855768,4,3.04860862716027
AX-90855765,4,3.04888847704212
AX-91597065,4,3.0489125700783
AX-90855796,4,3.04897187601353
AX-90855785,4,3.04904415512209
AX-91217562,4,3.18391511838021
AX-90855794,4,3.19398415419543
AX-91217565,4,3.21071898256309
PZE-104005468,4,3.25833861959061
PZE-104005454,4,3.26136184302137
PZE-104005416,4,3.26610864419105
PZE-104005415,4,3.26697507465227
AX-90632912,4,3.26896786471307
AX-91436857,4,3.26899571426361
AX-91429169,4,3.26946915662278
AX-91436858,4,3.2699147494314
AX-90855826,4,3.27074095276407
AX-90855804,4,3.27255117354912
AX-91597067,4,3.27750220475608
AX-91597074,4,3.27926910401807
AX-91597071,4,3.28131449878545
AX-91597076,4,3.28177246917209
AX-90855812,4,3.28223972274225
AX-91597081,4,3.28416443612396
AX-90855801,4,3.28601178964306
AX-90855813,4,3.28630885151548
AX-91217569,4,3.28695248557239
AX-90855797,4,3.28751257097767
AX-90855805,4,3.28776012253802
AX-91849892,4,3.29125369393344
AX-90855822,4,3.29159717172342
AX-91217568,4,3.39892315071248
SYN24156,4,3.41973055443606
PZE-104005331,4,3.42497553111866
AX-90603300,4,3.42641487707985
AX-90598776,4,3.42670274627209
AX-91403141,4,3.42674880534285
AX-90603301,4,3.42699637284818
PZE-104005329,4,3.42708273360585
AX-91407571,4,3.42713455006045
AX-90617423,4,3.42749726524267
AX-90617422,4,3.42798088548564
AX-91421538,4,3.42893085382002
AX-91419981,4,3.42924175254764
AX-90631354,4,3.42950083482066
AX-90631357,4,3.4307789740342
AX-91597070,4,3.43843629454776
AX-90855809,4,3.43934020381139
AX-90855798,4,3.44071621855029
AX-91423244,4,3.45852956416604
AX-91217571,4,3.47655017560021
AX-90855802,4,3.47759801945996
AX-91597068,4,3.47901433588577
AX-91597077,4,3.4796476481087
PZE-104005298,4,3.48414416489147
PZA03227.1,4,3.48623409522713
PZE-104005295,4,3.48677528930854
AX-91217567,4,3.48726466693534
AX-90855814,4,3.48807645805746
AX-90855820,4,3.49489320052968
AX-90855819,4,3.49620588404629
AX-90855818,4,3.49687949795613
AX-90855817,4,3.49744947895676
AX-90855816,4,3.49788128274512
AX-90855800,4,3.49872186078646
AX-91597082,4,3.50053543669756
AX-90855825,4,3.50336231216535
AX-90855824,4,3.5036904830445
AX-91597072,4,3.5526743047959
AX-91597080,4,3.5534457942311
AX-90855808,4,3.64163343688224
AX-90623836,4,3.64279920926292
AX-91411627,4,3.64293476419091
AX-90855833,4,4.08973974873669
AX-91597096,4,4.08993948109533
AX-91199601,4,4.0908981964168
PZE-104005482,4,4.28506032028814
AX-91411820,4,4.28579616971011
AX-91411822,4,4.28637323057261
PZE-104005531,4,4.29497105013458
PZE-104005542,4,4.30835576383106
AX-90855846,4,4.34020642512732
AX-90855835,4,4.37610813113611
AX-90855852,4,4.37907089328247
AX-90855840,4,4.37940008907651
AX-90855845,4,4.38118936503941
AX-90610564,4,4.38158052710056
AX-90610565,4,4.3816270018009
AX-91414776,4,4.38188261265274
AX-90855831,4,4.38207625723747
AX-90855832,4,4.38220793555508
AX-91414778,4,4.38238221568134
PZE-104005555,4,4.38282759822622
AX-90855848,4,4.38379582114986
AX-91597097,4,4.38461300129742
AX-90628216,4,4.3849150868496
AX-90855850,4,4.38518231637652
AX-91418373,4,4.38558897000445
AX-90855838,4,4.38596464049883
AX-90580469,4,4.38676245618791
AX-91385411,4,4.386913498964
AX-91597086,4,4.38732402548363
AX-91381988,4,4.3877694080285
PZE-104005561,4,4.38797854418001
AX-90855849,4,4.38917914060533
PZE-104005584,4,4.39131697682074
AX-90855837,4,4.39158033345598
AX-90855836,4,4.3925601750547
AX-91597084,4,4.39264925156368
AX-90855851,4,4.39568947154393
AX-91597087,4,4.39903564996805
AX-90855841,4,4.39920218431092
AX-90616068,4,4.40013856518669
AX-90855859,4,4.41231080012105
AX-90855858,4,4.41246131058245
AX-90855857,4,4.41258315238454
PZE-104005607,4,4.41281250165907
AX-91597091,4,4.41298212456002
AX-90855842,4,4.41308963203245
AX-90855856,4,4.41353399625184
AX-90615486,4,4.41375378930659
AX-91419660,4,4.41381590473511
AX-90643486,4,4.41425310178967
AX-91386704,4,4.41435344209727
AX-90621357,4,4.4149387605583
AX-91597098,4,4.41528039541514
AX-90855855,4,4.41700290402901
AX-90855863,4,4.45349571828264
AX-91597112,4,4.45352199788701
AX-90855875,4,4.45365100685393
PZE-104005660,4,4.45388752329329
AX-91597109,4,4.4556960378851
AX-90855873,4,4.45583699212674
AX-90855860,4,4.45616907076381
AX-90855871,4,4.45654893049974
AX-91597116,4,4.45738748878471
AX-91597115,4,4.4574424370484
AX-91597113,4,4.45770284403718
AX-91597105,4,4.45789635748756
AX-91597106,4,4.45825471572901
PZE-104005694,4,4.45836939036627
AX-90855874,4,4.67876687601867
AX-91597107,4,4.68368832920115
AX-91597114,4,4.68385317399222
AX-90855869,4,4.68664359016559
AX-90855876,4,4.68677498818745
SYN1611,4,4.68737941908802
AX-90611038,4,4.68764221513174
AX-90611037,4,4.68782617236235
AX-90603022,4,4.68796473754904
AX-90628462,4,4.68838043310912
AX-91432421,4,4.68844493759258
AX-90628464,4,4.68860978238364
AX-90628463,4,4.68862650576824
AX-91399322,4,4.68888930181197
AX-90594763,4,4.68897769684486
AX-90594759,4,4.6891305963612
AX-91399323,4,4.68918076651501
AX-91385684,4,4.6893026083171
AX-90580735,4,4.68940055956976
AX-90580733,4,4.68976369592109
AX-90648461,4,4.69022956163496
AX-91391080,4,4.69024628501956
AX-91451833,4,4.69032751288762
AX-90648037,4,4.69124729904066
AX-90648038,4,4.69133808312849
AX-90614186,4,6.01832670591796
AX-91451594,4,6.01905058956567
PZE-104001384,4,6.01912226121396
AX-90646975,4,6.01949017567517
AX-91421233,4,6.01993692894951
AX-90855897,4,6.03998826708573
AX-90855893,4,6.04329710818172
PZE-104001404,4,6.04425034110396
AX-91408630,4,6.04445818888399
AX-90618535,4,6.04452986053228
AX-91453212,4,6.04505067450985
AX-90649455,4,6.04562404769615
AX-91453216,4,6.04577933626745
AX-91392433,4,6.04590834523437
AX-90587536,4,6.04617353033303
AX-90601188,4,6.04650083086022
AX-91405552,4,6.04652472140965
AX-91405553,4,6.04669673336554
AX-90615299,4,6.0482352847488
PZE-104001409,4,6.04830695639709
AX-91424415,4,6.04868920518797
AX-90581675,4,6.04884449375926
AX-91424423,4,6.04885882808892
AX-90643315,4,6.04902606193492
AX-91447201,4,6.04909534452827
PZE-104001411,4,6.04917896145127
AX-91447198,4,6.04926496742922
AX-90643312,4,6.04948476048397
AX-90855887,4,6.05549801177539
AX-90855904,4,6.05817853142138
AX-90636573,4,6.11099575810022
AX-91409331,4,6.11113432328692
AX-91417800,4,6.1122739024947
AX-90599515,4,6.11238140996714
AX-91417282,4,6.11301212047208
AX-90613066,4,6.11303362196656
AX-90613065,4,6.11311246077968
AX-90613064,4,6.11333225383443
AX-91417283,4,6.11375750561428
AX-90627089,4,6.11436910367968
AX-91597148,4,6.11496875647036
AX-91444976,4,6.11535817242606
AX-90598411,4,6.11544178934906
AX-91436149,4,6.1163782988867
AX-91411060,4,6.11663870587548
AX-90589604,4,6.11671037752377
AX-91397986,4,6.11685372082035
AX-91453359,4,6.11813186521483
AX-90649588,4,6.1181581448192
AX-91452541,4,6.16978323308151
AX-90855927,4,6.1824691148286
AX-91597145,4,6.26942941514557
AX-90855935,4,6.3375349307331
AX-90855916,4,6.35191152862834
AX-90855920,4,6.35329884852449
AX-90855924,4,6.35896704124304
AX-91597150,4,6.35908199060586
AX-90855931,4,6.36117486176348
AX-91597149,4,6.36312107338922
AX-91597147,4,6.36326376914997
AX-90855933,4,6.36393364647125
AX-91597155,4,6.36427453078859
AX-91450480,4,6.36638325703074
AX-91431726,4,6.36977624511961
AX-90627763,4,6.37008541926789
AX-91437203,4,6.37182551479478
AX-91422962,4,6.37253502982738
AX-90619860,4,6.3727490734685
PZE-104001592,4,6.37351011752581
AX-91391677,4,6.37429494420992
AX-90614201,4,6.39740769367977
AX-91418436,4,6.39745525893335
AX-91418438,4,6.3976732663456
AX-90614207,4,6.39788334621559
AX-91597143,4,6.3993657966189
AX-91448414,4,6.40226391688634
AX-90855926,4,6.40245386881687
AX-91597157,4,6.40255078306714
AX-90630545,4,6.4026787098775
AX-90855910,4,6.402857032098
AX-90589768,4,6.40546984028532
AX-91408099,4,6.40602418979687
AX-91597153,4,6.41926267638394
AX-90855961,4,6.44477050705536
AX-90855952,4,6.4971778570321
AX-91849895,4,6.49754613118313
AX-90855960,4,6.49808109784463
AX-90615483,4,6.53970770662118
AX-91597179,4,6.54314622422081
AX-91425145,4,6.54347185610172
AX-91411198,4,6.54403008218328
AX-90607027,4,6.54435959063421
AX-91397522,4,6.54455729570476
AX-90579008,4,6.54512327492635
AX-91383864,4,6.5453209799969
AX-91597171,4,6.54752287176306
AX-90640177,4,6.55912544580555
AX-91597158,4,6.56516514188246
AX-90855938,4,6.57762831446736
AX-91597176,4,6.57947743836254
AX-91597169,4,6.60455415536768
AX-90855957,4,6.60506061572819
AX-91597167,4,6.60771654171319
AX-90855954,4,6.61327564204817
AX-90855937,4,6.63238953581113
AX-90855944,4,6.64597224437709
AX-91217572,4,6.65518025203382
AX-90855941,4,6.65571063965545
AX-90855943,4,6.65792391130962
AX-91597177,4,6.66344313287606
AX-91849893,4,6.69320465784017
AX-91597160,4,6.69590843834742
AX-90855953,4,6.6965305471367
AX-90855964,4,6.69845669165736
AX-90855949,4,6.69860424310097
AX-90607097,4,6.71306827245175
AX-90604671,4,6.71344313287606
AX-91408914,4,6.71346706013718
AX-90602823,4,6.87679853246132
AX-91398852,4,6.87885627691817
AX-90855993,4,6.87942654330834
AX-90594290,4,6.88003270059021
AX-91412599,4,6.88101371829638
SYN29287,4,6.88193491784974
SYN29285,4,6.88232174190461
AX-90636315,4,6.88362577763599
AX-90855977,4,6.88392486840006
AX-90855978,4,6.88432764396235
AX-90855970,4,6.88584702504387
AX-90855982,4,6.88624980060616
AX-90855983,4,6.88701148508534
AX-90855986,4,6.88723081831233
AX-91597193,4,6.88779709682565
AX-91445042,4,6.88830355718615
AX-91597184,4,6.88864651459563
AX-90855976,4,6.89046498644122
AX-90855992,4,6.89175705854203
AX-91450536,4,6.89247088849896
AX-90855988,4,6.89283378529271
AX-90855979,4,6.89312490030308
AX-90855991,4,6.90510049449673
AX-90588467,4,7.95279518624165
AX-91597244,4,7.95294093152054
SYN33007,4,7.95461492015241
AX-91597233,4,7.95620978991859
AX-90856019,4,7.95777967477982
AX-90856033,4,7.96029065772762
AX-91597235,4,7.96042807470487
AX-90856025,4,7.96092777280393
AX-90856022,4,7.96159820108684
AX-91394591,4,8.01571325706056
AX-90589848,4,8.01713737098968
AX-90603926,4,8.01749339947196
AX-91422148,4,8.01858548683895
AX-90631966,4,8.01877750220018
AX-90584405,4,8.02077366189295
AX-91389086,4,8.02094967597408
AX-91597251,4,8.04251940155212
AX-90856054,4,8.0535002800224
AX-90856052,4,8.05363629090327
AX-90624022,4,8.05464437154972
SYN27464,4,8.05470437635011
AX-91428003,4,8.05476038083047
AX-90624020,4,8.05493639491159
AX-91451107,4,8.05500440035203
AX-90595976,4,8.05703256260501
AX-91597247,4,8.05941275302024
AX-91449773,4,8.05972477798224
AX-90645959,4,8.06008480678454
SYN27468,4,8.06016481318505
AX-91435959,4,8.06064885190815
AX-90619347,4,8.06081686534923
AX-91412341,4,8.06121289703176
AX-90637455,4,8.0618129450356
AX-91441388,4,8.06198095847668
AX-90637453,4,8.06221297703816
AX-91597257,4,8.06336906952556
SYN27481,4,8.12039763181054
AX-90620255,4,8.12250580046404
AX-91438112,4,8.12314185134811
AX-91452078,4,8.12393391471318
AX-91413862,4,8.12510200816065
AX-91217578,4,8.12673013841107
AX-91597252,4,8.12679414353148
AX-91426652,4,8.12786622929834
AX-91597261,4,8.12853828306264
AX-91597246,4,8.13007040563245
AX-90856069,4,8.13024241939355
AX-91597255,4,8.13221057684615
AX-90856057,4,8.13439475158013
AX-91382001,4,8.15327226178094
AX-91439967,4,8.15395231618529
AX-90856060,4,8.15557644611569
AX-91406668,4,8.15588447075766
AX-91420736,4,8.15600448035843
AX-91420735,4,8.15643651492119
AX-90605700,4,8.15673653892311
AX-91409883,4,8.15682454596368
AX-90605701,4,8.15717657412593
AX-91409885,4,8.15730458436675
AX-91409884,4,8.15745659652772
AX-90605695,4,8.15771661732939
AX-91423858,4,8.15789263141051
AX-90646807,4,8.15939675174014
AX-90586096,4,8.15961276902152
AX-90586098,4,8.15976878150252
AX-90600098,4,8.16015281222498
AX-90856070,4,8.16084486758941
AX-90856058,4,8.16224897991839
AX-91849896,4,8.16240899271942
AX-90856056,4,8.16492919433555
AX-90856053,4,8.16638931114489
AX-90856071,4,8.16659732778622
AX-91217575,4,8.29075159235669
AX-90856072,4,8.30619108280255
AX-91597248,4,8.30736305732484
AX-91597250,4,8.30897664543524
AX-91597258,4,8.31130785562633
AX-91597256,4,8.31195753715499
SYN27469,4,8.34746496815287
SYN27477,4,8.35677707006369
AX-91410820,4,8.37058598726115
AX-90648714,4,8.37084501061571
AX-90648716,4,8.37144798301486
AX-91439307,4,8.3716220806794
AX-91438526,4,8.37172823779193
AX-91405357,4,8.37340127388535
AX-91597245,4,8.37549469214437
AX-90856047,4,8.37566878980892
AX-90856098,4,8.4627945228011
AX-90856082,4,8.4629302191702
AX-91597268,4,8.46293844319257
AX-91597266,4,8.47058678399605
AX-90856080,4,8.48366709157449
AX-91597281,4,8.48407006867059
AX-91392432,4,8.4975862494346
AX-90638133,4,8.49779596200502
AX-90856093,4,8.50497553353345
AX-91597279,4,8.50509889386899
AX-91380723,4,8.50545663884206
AX-90620241,4,8.51831900982771
AX-90856089,4,8.51956083720548
AX-90856090,4,8.5198240059213
AX-90606221,4,8.51998848636868
PUT-163a-78115415-4343,4,8.52011184670422
AX-90606218,4,8.52033389530819
PUT-163a-78115415-4342,4,8.52043669558781
AX-91849899,4,8.64555165816327
AX-90856077,4,8.65398198341837
AX-91597269,4,8.6592115752551
AX-90856079,4,8.65939094387755
AX-90856085,4,8.6596022002551
AX-91849898,4,8.66182238520408
AX-91597270,4,8.78979193239796
AX-91597272,4,8.7901028380102
AX-90856084,4,8.79050143494898
AX-91217581,4,8.79689492984694
AX-90856095,4,8.79732142857143
AX-90856081,4,8.79777981505102
AX-91405016,4,8.7978515625
AX-90589759,4,8.79844148596939
AX-91597273,4,8.80099337077057
AX-90856087,4,8.80113122630608
AX-90856075,4,8.8016542664261
AX-91597263,4,8.80191781377339
AX-90856086,4,8.80324771423358
AX-91597274,4,8.80691304964827
AX-90856097,4,8.80793074786628
AX-90856120,4,8.9054392117907
AX-90856109,4,8.92321446672208
AX-90856112,4,8.92626756137612
AX-91849900,4,8.93097086788169
AX-90856128,4,8.93465647616924
AX-90856124,4,8.93509842479778
AX-91597294,4,8.93518357086383
AX-91217583,4,8.93562957406694
AX-91597289,4,8.94046668153344
AX-90597740,4,9.02092698868165
AX-91402181,4,9.02099872469313
AX-91444926,4,9.02144109676391
AX-91402182,4,9.02146899410171
AX-90598079,4,9.02197114618205
AX-91402496,4,9.02199505818588
AX-91402495,4,9.02219033955045
AX-91416353,4,9.02252112227005
AX-90612181,4,9.02268850629683
AX-90612183,4,9.02287980232743
AX-91416354,4,9.0229674796748
AX-90626137,4,9.02359716244221
AX-90626136,4,9.02393193049578
AX-91430102,4,9.02413119719433
AX-90640053,4,9.02437031723258
AX-91597287,4,9.03021680216802
AX-91451921,4,9.03073888091822
AX-90648117,4,9.03100191296031
AX-91437887,4,9.03159572772198
AX-90634001,4,9.03193049577555
AX-90633998,4,9.03236888251235
AX-90620084,4,9.03275147457357
AX-91424195,4,9.0328710345927
PZE-104002805,4,9.03565279770445
AX-91396600,4,9.03586402040491
AX-91382953,4,9.03618683245656
AX-90598105,4,9.0363183484776
AX-91443541,4,9.03668499920293
AX-90589568,4,9.03764147935597
AX-91426954,4,9.03775306870716
AX-91217586,4,9.05195281364578
AX-90856132,4,9.06580583452893
AX-90856131,4,9.07402359317711
AX-90856138,4,9.07440219990435
AX-91437513,4,9.07611589351188
AX-91437514,4,9.07647058823529
AX-91423755,4,9.07725968436155
AX-90856101,4,9.07788139646102
PZE-104002900,4,9.07874621393273
AX-90856134,4,9.08163558106169
AX-91597295,4,9.08181093575642
AX-90856139,4,9.09112067591264
AX-90634352,4,9.09118444125618
AX-90856106,4,9.09192172804081
AX-90856126,4,9.09268691216324
AX-90856125,4,9.1008648174717
SYN22929,4,9.11628805993942
SYN22930,4,9.11635182528296
AX-90584056,4,9.11669456400446
AX-91380603,4,9.11683405069345
AX-90603662,4,9.11798182687709
SYN22926,4,9.1181731229077
AX-90856115,4,9.11958393113343
AX-90631696,4,9.12012195121951
AX-91435734,4,9.12014984855731
AX-90631698,4,9.12055635262235
AX-91597286,4,9.14417742706839
PZE-104002937,4,9.14513789255539
AX-90856117,4,9.14622588872948
AX-90633542,4,9.14742148892077
AX-90633541,4,9.14849752909294
AX-91451428,4,9.14871672246134
AX-90637430,4,9.14895982783357
SYN22917,4,9.14929061055316
AX-91409761,4,9.14941017057229
AX-91409763,4,9.14981667463733
AX-90605560,4,9.14999601466603
AX-91423742,4,9.15010361868324
AX-90619645,4,9.15058584409373
AX-90619648,4,9.15078511079228
AX-91382479,4,9.15151442690897
AX-91382476,4,9.15177347361709
AX-91382475,4,9.15190498963813
AX-90856121,4,9.15222780168978
AX-91597290,4,9.15470269408576
PZE-104002953,4,9.18423401881078
AX-91429300,4,9.19569583931133
AX-90625355,4,9.19600669536107
AX-90625354,4,9.19632552207875
SYN22918,4,9.19638131675434
AX-90856114,4,9.19701498485573
AX-90856113,4,9.19719432488442
AX-90856107,4,9.19819464371114
