chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
8	3062721	3085064	1	2	3	4	5	6	7	8	9	10	4	11	12	13	6	14	14
8	3085064	3114458	1	2	3	4	5	3	6	7	8	9	4	10	11	12	3	13	13
8	3114458	3280452	1	1	2	3	4	2	5	6	7	8	3	9	10	11	2	12	12
8	3280452	3514053	1	1	2	3	4	2	5	6	7	8	9	10	11	12	2	13	13
8	3514053	3529803	1	1	2	3	4	5	6	7	8	9	10	11	12	13	5	14	14
8	3529803	3593616	1	2	3	4	5	6	7	8	9	10	11	12	13	14	6	15	15
8	3593616	3627784	1	2	3	4	5	6	7	8	9	10	11	12	13	14	6	2	14
8	3627784	3782073	1	2	3	4	5	6	7	8	8	9	10	11	12	13	6	2	13
8	3782073	3837296	1	2	3	4	5	6	7	8	8	9	10	11	12	8	6	2	12
8	3837296	3839309	1	2	3	4	5	6	7	7	7	8	9	10	11	7	6	12	12
8	3839309	3859717	1	2	3	4	5	6	7	8	7	9	10	11	12	7	6	13	13
8	3859717	3862964	1	2	3	4	5	6	7	8	7	9	10	11	6	7	6	12	12
8	3862964	4071301	1	2	3	4	5	3	6	7	6	8	9	10	3	6	3	11	11
8	4071301	4077187	1	2	3	4	5	3	6	7	8	9	10	11	12	6	3	13	13
8	4077187	4077212	1	2	3	4	5	6	7	8	9	10	11	12	13	7	6	14	14
8	4077212	4083880	1	2	3	4	5	6	7	8	9	10	11	12	13	14	6	15	15
8	4083880	4448933	1	2	3	4	5	6	7	8	7	9	10	11	12	13	6	14	14
8	4448933	4457874	1	2	3	4	5	6	7	8	9	10	11	12	13	14	6	15	15
8	4457874	4469229	1	2	3	4	5	6	7	8	7	9	10	11	12	13	6	14	14
8	4469229	4495816	1	2	3	4	5	6	7	8	7	9	10	11	7	12	6	13	13
8	4495816	4554243	1	2	3	4	5	6	7	8	7	9	10	11	7	12	6	8	12
8	4554243	4566172	1	2	3	4	5	6	7	8	7	9	10	11	12	13	6	8	13
8	4566172	4566683	1	2	3	4	5	1	6	7	6	8	9	10	11	12	1	7	12
8	4566683	4570067	1	2	3	4	5	6	7	8	7	9	10	11	12	13	1	8	13
8	4570067	4576732	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	8	14
8	4576732	4784721	1	2	3	4	5	6	7	8	9	7	10	11	5	12	1	8	12
8	4784721	4802905	1	2	3	4	5	6	7	8	9	10	11	12	5	13	1	8	13
8	4802905	4838495	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	8	14
8	4838495	4851489	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	15	15
8	4851489	4968033	1	2	3	4	5	6	7	8	9	10	11	12	13	12	1	14	14
8	4968033	5016148	1	2	3	4	5	6	7	8	9	1	10	11	12	11	1	13	13
8	5016148	5132613	1	2	3	4	5	6	7	8	9	1	10	11	12	11	13	14	14
8	5132613	5135245	1	2	3	4	5	6	7	8	9	1	10	11	12	13	14	15	15
8	5135245	5217344	1	2	3	4	5	6	7	8	9	1	10	11	12	13	14	8	14
8	5217344	5217863	1	2	3	4	5	1	6	7	8	1	9	10	11	12	13	7	13
8	5217863	5308774	1	2	3	4	5	1	6	1	7	1	8	9	10	11	12	1	12
8	5308774	5381292	1	2	3	4	5	1	6	1	7	8	9	10	11	12	13	1	13
8	5381292	5482544	1	2	3	4	5	1	6	7	8	9	10	11	12	13	14	1	14
8	5482544	5543710	1	2	3	4	5	1	6	7	8	9	10	11	12	13	14	15	15
8	5543710	5566358	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	5566358	5673030	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	10	15
8	5673030	5794186	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	9	14
8	5794186	5860102	1	2	3	4	5	6	7	8	7	9	4	10	11	12	13	9	13
8	5860102	5867765	1	2	1	3	4	5	6	7	6	8	3	9	10	11	12	8	12
8	5867765	5938750	1	2	1	3	4	5	6	7	6	8	3	9	10	9	11	8	11
8	5938750	5978755	1	2	1	3	4	5	6	7	8	9	3	10	11	10	12	9	12
8	5978755	6079649	1	2	1	3	4	5	6	7	8	9	3	10	11	10	12	13	13
8	6079649	6164494	1	2	1	3	4	5	6	7	8	9	10	11	12	11	13	14	14
8	6164494	6175204	1	2	3	4	5	6	7	8	9	10	11	12	13	12	14	15	15
8	6175204	6175378	1	2	3	4	5	6	7	8	9	10	11	12	13	12	2	14	14
8	6175378	6298545	1	2	3	4	2	5	6	7	8	9	10	11	12	11	2	13	13
8	6298545	6494853	1	2	3	4	2	5	6	7	8	9	10	11	12	13	2	14	14
8	6494853	6518406	1	2	3	4	2	5	6	7	8	9	10	11	12	13	14	15	15
8	6518406	6618330	1	2	3	4	2	5	6	7	8	9	10	11	5	12	13	14	14
8	6618330	6705319	1	2	3	4	2	5	6	7	8	9	10	11	5	12	1	13	13
8	6705319	6993727	1	2	3	4	5	6	7	8	9	10	11	12	6	13	1	14	14
8	6993727	7003596	1	2	3	4	5	6	7	8	9	10	6	11	6	12	1	13	13
8	7003596	7232690	1	2	3	4	5	6	7	8	9	10	11	12	11	13	1	14	14
8	7232690	7350545	1	2	3	4	4	5	6	7	8	9	10	11	10	12	1	13	13
8	7350545	7654828	1	2	3	4	4	5	6	7	8	9	10	11	12	13	1	14	14
8	7654828	7826703	1	2	3	4	4	5	6	7	8	9	10	11	12	13	14	15	15
8	7826703	7832550	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	7832550	8001259	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	12	15
8	8001259	8014405	1	2	3	4	5	6	7	8	9	10	11	6	12	13	8	6	13
8	8014405	8048544	1	2	3	4	5	3	6	7	8	9	10	3	11	12	7	3	12
8	8048544	8086195	1	2	3	4	5	3	6	7	8	9	10	3	4	11	7	3	11
8	8086195	8320627	1	2	1	3	4	1	5	6	7	8	9	1	3	5	6	1	9
8	8320627	8455715	1	2	1	3	4	1	5	6	7	8	4	1	3	5	6	1	8
8	8455715	8530568	1	2	3	4	5	3	6	7	8	9	5	3	4	6	7	1	9
8	8530568	8610028	1	2	3	4	5	6	7	8	9	10	5	3	4	7	8	1	10
8	8610028	8611682	1	2	3	4	5	6	7	8	9	10	5	3	4	7	8	11	11
8	8611682	8612264	1	2	3	4	5	6	7	8	9	10	5	3	4	7	11	12	12
8	8612264	8612568	1	2	3	4	5	6	7	8	9	10	11	3	4	7	12	13	13
8	8612568	8612842	1	2	3	4	5	6	7	8	9	10	11	12	4	7	13	14	14
8	8612842	8624352	1	2	3	4	5	6	7	8	9	10	11	12	13	7	14	15	15
8	8624352	9068879	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	9068879	10383806	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
8	10383806	10452301	1	2	3	4	5	6	7	8	9	10	11	12	13	14	13	5	14
8	10452301	10459654	1	2	3	4	5	6	7	8	9	10	11	12	13	14	13	15	15
8	10459654	10630207	1	2	3	4	5	6	7	8	9	10	11	12	13	14	13	10	14
8	10630207	10744874	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	10	15
8	10744874	10751749	1	2	3	4	5	6	7	3	8	9	10	11	12	13	14	9	14
8	10751749	10752768	1	1	2	3	4	5	6	2	7	8	9	10	11	12	5	8	12
8	10752768	10753012	1	1	2	3	4	5	6	2	7	8	9	10	2	11	5	8	11
8	10753012	10753945	1	1	2	3	3	4	5	2	6	7	8	9	2	10	4	7	10
8	10753945	10881166	1	1	2	3	3	4	5	2	1	2	6	7	2	8	4	2	8
8	10881166	11032073	1	1	2	3	3	4	5	2	1	6	7	8	2	9	4	2	9
8	11032073	11202334	1	1	2	3	4	5	6	2	1	7	8	9	2	10	5	2	10
8	11202334	11259539	1	2	3	4	5	6	7	3	2	8	9	10	3	11	6	3	11
8	11259539	11261350	1	2	3	4	5	6	7	3	2	8	9	10	11	12	6	3	12
8	11261350	11261874	1	2	3	4	5	6	7	3	2	8	9	10	11	12	13	3	13
8	11261874	11263558	1	2	3	4	5	6	7	8	2	9	10	11	12	13	14	8	14
8	11263558	11508840	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
8	11508840	11738040	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	11738040	11885247	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	15	15
8	11885247	12021828	1	2	3	4	5	6	7	5	8	9	10	11	12	13	1	14	14
8	12021828	12292902	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	15	15
8	12292902	12679986	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	12679986	12748785	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	15	15
8	12748785	13025086	1	2	3	4	5	6	7	5	8	9	10	11	1	12	13	14	14
8	13025086	13031678	1	2	3	4	5	1	6	5	7	8	9	10	1	11	12	13	13
8	13031678	13120943	1	2	3	4	5	1	6	5	7	4	8	9	1	10	11	12	12
8	13120943	13226096	1	2	3	4	5	1	6	7	8	4	9	10	1	11	12	13	13
8	13226096	13252129	1	2	3	4	5	6	7	8	9	4	10	11	6	12	13	14	14
8	13252129	13285875	1	2	3	4	5	6	7	8	9	10	11	12	6	13	14	15	15
8	13285875	13687713	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	13687713	13719469	1	2	3	4	5	6	7	8	9	10	11	12	5	13	14	15	15
8	13719469	13774820	1	2	3	4	5	1	6	7	8	9	10	11	5	12	13	14	14
8	13774820	13777467	1	2	3	4	5	1	6	7	8	9	2	10	5	11	12	13	13
8	13777467	13778936	1	2	3	4	5	1	6	7	8	8	2	9	5	10	11	12	12
8	13778936	13895397	1	2	3	4	5	1	6	7	8	8	2	9	5	10	11	3	11
8	13895397	13987471	1	2	3	4	5	6	7	8	9	9	2	10	5	11	12	3	12
8	13987471	14157888	1	2	3	4	5	6	7	8	9	9	10	11	5	12	13	3	13
8	14157888	14158534	1	2	3	4	5	6	7	8	9	9	10	11	5	12	8	3	12
8	14158534	14431111	1	2	3	4	5	6	7	8	9	10	11	12	5	13	8	3	13
8	14431111	14614048	1	2	3	4	5	6	7	8	9	10	11	12	5	7	8	3	12
8	14614048	14807838	1	2	3	4	5	6	7	8	9	10	11	12	5	7	8	13	13
8	14807838	14952838	1	2	3	4	5	6	7	8	9	10	11	12	5	7	13	14	14
8	14952838	15007324	1	2	3	4	5	6	7	8	9	10	11	12	5	13	14	15	15
8	15007324	15014528	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	15014528	15228033	1	2	3	4	5	6	7	8	9	10	1	11	12	13	5	14	14
8	15228033	15240481	1	2	3	4	1	5	6	7	8	9	1	10	11	12	1	13	13
8	15240481	15372844	1	2	3	4	1	5	6	7	3	8	1	9	10	11	1	12	12
8	15372844	15918801	1	2	3	4	1	5	6	7	3	8	1	9	7	10	1	11	11
8	15918801	16427293	1	2	3	4	1	5	6	7	3	8	1	9	10	11	1	12	12
8	16427293	16559185	1	2	3	4	5	6	7	8	3	9	1	10	11	12	5	13	13
8	16559185	16974370	1	2	3	4	5	6	7	8	3	9	10	11	12	13	5	14	14
8	16974370	17305961	1	2	3	4	5	6	7	8	3	9	10	11	5	12	5	13	13
8	17305961	17608744	1	2	3	4	5	6	7	8	3	9	10	11	12	13	12	14	14
8	17608744	17625874	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	17625874	17807551	1	2	3	4	5	6	7	8	3	9	10	11	12	13	10	14	14
8	17807551	17938124	1	2	3	4	5	6	7	8	3	9	1	10	11	12	1	13	13
8	17938124	18123660	1	2	3	4	5	6	7	8	3	9	1	10	11	12	13	14	14
8	18123660	18124307	1	2	3	4	5	6	7	1	3	1	1	8	9	10	11	12	12
8	18124307	18249391	1	2	3	4	5	6	7	8	3	1	8	9	10	2	4	11	11
8	18249391	18539293	1	2	3	4	5	6	1	7	3	1	7	8	9	2	4	10	10
8	18539293	18575386	1	2	3	4	5	6	1	7	3	1	7	8	9	10	4	11	11
8	18575386	18585610	1	2	3	4	5	6	7	8	3	7	8	9	10	11	4	12	12
8	18585610	18823373	1	2	3	2	4	5	6	7	3	6	7	8	9	10	2	11	11
8	18823373	18858444	1	2	3	2	4	5	6	7	3	6	7	8	9	10	11	12	12
8	18858444	18951887	1	2	3	2	4	5	6	7	3	6	8	9	10	11	12	13	13
8	18951887	19078248	1	2	3	4	5	6	7	8	3	7	9	10	11	12	13	14	14
8	19078248	19080450	1	2	3	4	5	6	7	8	3	7	9	10	11	12	7	1	12
8	19080450	19240543	1	2	3	4	5	6	7	8	3	7	9	10	9	5	7	1	10
8	19240543	19241789	1	2	3	4	5	6	7	6	3	7	8	9	8	5	7	1	9
8	19241789	19243156	1	2	3	4	5	1	6	1	3	6	7	8	7	5	6	1	8
8	19243156	19455827	1	2	3	1	4	1	5	1	3	5	6	7	6	4	5	1	7
8	19455827	19580815	1	2	3	1	4	5	6	5	3	6	7	8	7	4	6	5	8
8	19580815	19580865	1	2	3	1	4	5	6	5	3	6	7	8	7	9	6	5	9
8	19580865	19581891	1	2	3	1	4	5	6	5	3	6	7	8	7	9	6	10	10
8	19581891	19582591	1	2	3	4	5	6	7	6	3	7	8	9	8	10	7	11	11
8	19582591	19584968	1	2	3	4	5	6	7	8	3	7	9	10	9	11	12	13	13
8	19584968	19846093	1	2	3	4	5	6	7	8	3	9	10	11	10	12	13	14	14
8	19846093	19943880	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	19943880	19944128	1	2	3	4	5	6	7	8	3	9	6	10	11	12	13	14	14
8	19944128	20363319	1	2	3	4	5	6	7	8	3	9	6	8	10	11	12	13	13
8	20363319	20549448	1	2	3	4	5	6	7	8	3	9	6	10	11	12	13	14	14
8	20549448	20663428	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	20663428	20770901	1	2	3	4	5	6	7	8	3	8	9	10	11	12	13	14	14
8	20770901	21228124	1	2	3	4	5	6	7	8	3	8	9	10	11	12	13	11	13
8	21228124	21238039	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	12	14
8	21238039	21276829	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	21276829	21514443	1	2	3	4	5	6	3	7	3	8	9	10	11	12	13	14	14
8	21514443	21637414	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	21637414	22353349	1	2	3	4	5	6	7	8	3	9	10	11	12	13	6	14	14
8	22353349	22388375	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	22388375	22495154	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	22495154	22590816	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
8	22590816	22776222	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	2	14
8	22776222	22809291	1	2	3	4	5	6	7	4	8	9	10	11	12	13	5	2	13
8	22809291	22937094	1	2	3	4	5	6	7	4	8	9	10	11	2	12	5	2	12
8	22937094	23217752	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	2	14
8	23217752	23275260	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
8	23275260	23296873	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	5	14
8	23296873	23362926	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
8	23362926	23438755	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	5	14
8	23438755	23661729	1	2	3	4	5	6	7	8	7	9	10	11	12	13	5	5	13
8	23661729	23714542	1	2	3	4	5	6	7	8	7	9	10	11	5	12	5	5	12
8	23714542	24173317	1	2	3	4	5	6	7	2	7	8	9	10	5	11	5	5	11
8	24173317	24524588	1	2	3	4	5	6	7	2	7	8	9	10	11	12	11	11	12
8	24524588	24730756	1	2	3	4	5	6	7	8	7	9	10	11	12	13	12	12	13
8	24730756	24736522	1	2	3	4	5	6	7	8	7	9	10	11	12	13	12	14	14
8	24736522	24739079	1	2	3	4	5	6	7	8	7	9	10	11	12	13	12	8	13
8	24739079	25048474	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	8	14
8	25048474	25303168	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
8	25303168	25821270	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	8	14
8	25821270	28574116	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	28574116	30030777	1	2	3	4	5	6	7	8	3	9	10	11	12	13	5	14	14
8	30030777	38788990	1	2	3	4	5	6	7	8	3	9	6	10	11	12	5	13	13
8	38788990	39748045	1	2	3	4	5	6	7	8	3	9	10	11	12	13	5	14	14
8	39748045	39818369	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	39818369	40086021	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	14	14
8	40086021	40465481	1	2	3	4	5	6	7	8	3	9	10	11	12	13	5	5	13
8	40465481	46787459	1	2	3	4	5	6	7	5	3	8	9	10	11	12	5	5	12
8	46787459	46939067	1	2	3	4	5	6	7	5	3	8	9	10	11	12	5	13	13
8	46939067	46955456	1	2	3	4	5	6	7	8	3	9	10	11	12	13	8	14	14
8	46955456	54216821	1	2	3	4	5	6	7	8	9	10	11	12	13	14	8	15	15
8	54216821	63106398	1	2	3	4	5	6	7	8	3	9	10	11	12	13	8	14	14
8	63106398	67481429	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	67481429	69307826	1	2	3	4	1	5	6	7	3	8	9	10	11	12	13	14	14
8	69307826	69371151	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	15	15
8	69371151	70396187	1	2	3	4	1	5	6	7	3	8	9	10	11	12	13	14	14
8	70396187	73133224	1	2	3	4	1	5	6	7	3	8	9	10	5	11	12	13	13
8	73133224	73350677	1	2	3	4	5	6	7	8	3	9	10	11	6	12	13	14	14
8	73350677	73439648	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	73439648	73959980	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	73959980	76561645	1	2	3	4	5	6	7	2	3	8	9	10	11	12	13	1	13
8	76561645	76726205	1	2	3	4	5	6	7	2	8	9	10	11	12	13	14	1	14
8	76726205	79430462	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
8	79430462	82038542	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	82038542	82884496	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	82884496	83441456	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	4	14
8	83441456	84776990	1	2	3	4	5	6	7	8	3	9	10	11	5	12	13	4	13
8	84776990	85015235	1	2	3	1	4	5	6	7	3	8	9	10	4	11	12	1	12
8	85015235	85448146	1	2	3	1	4	5	6	7	3	8	9	10	4	11	2	1	11
8	85448146	86754176	1	2	3	1	4	5	6	7	3	2	8	9	4	10	2	1	10
8	86754176	86812616	1	2	3	1	4	5	6	7	3	2	8	9	10	11	2	1	11
8	86812616	88165106	1	2	3	4	5	6	7	8	3	2	9	10	11	12	2	1	12
8	88165106	88617979	1	2	3	4	5	6	7	8	3	2	9	10	11	12	13	1	13
8	88617979	88813557	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	88813557	89031152	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
8	89031152	89701972	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	89701972	92865308	1	2	3	4	5	6	7	8	3	9	10	11	1	12	13	1	13
8	92865308	92869462	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	92869462	93239294	1	2	3	4	5	6	7	8	3	9	1	10	11	12	13	1	13
8	93239294	94791541	1	2	3	4	5	6	7	8	3	9	1	10	11	12	1	1	12
8	94791541	94986246	1	2	3	4	5	6	7	8	9	10	1	11	12	13	1	1	13
8	94986246	94988066	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	11	14
8	94988066	95064569	1	2	3	4	5	6	7	8	9	10	1	11	12	13	1	1	13
8	95064569	95729235	1	2	3	4	5	6	7	8	3	9	1	10	11	12	1	1	12
8	95729235	97370983	1	2	3	4	5	6	7	8	3	9	10	11	12	13	1	1	13
8	97370983	98294943	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	98294943	99867613	1	2	3	4	5	6	7	8	3	9	10	11	5	12	13	1	13
8	99867613	99879047	1	2	3	4	5	6	7	8	3	9	10	11	5	12	13	14	14
8	99879047	100729011	1	2	3	4	5	6	7	8	3	9	10	11	5	12	13	1	13
8	100729011	102193352	1	2	3	4	5	5	6	7	3	8	9	10	5	11	12	1	12
8	102193352	102211087	1	2	3	4	5	5	6	7	8	9	10	11	5	12	13	1	13
8	102211087	103056697	1	2	3	4	5	5	6	7	3	8	9	10	5	11	12	1	12
8	103056697	103139952	1	2	3	4	5	6	7	8	3	9	10	11	5	12	13	1	13
8	103139952	104492567	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	104492567	104493069	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	104493069	107234687	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	107234687	107884805	1	2	3	4	5	6	7	8	3	9	6	10	11	12	13	1	13
8	107884805	107884914	1	2	3	4	5	6	7	8	9	10	6	11	12	13	14	1	14
8	107884914	108955143	1	2	3	4	5	6	7	8	3	9	6	10	11	12	13	1	13
8	108955143	108988755	1	2	3	4	1	5	6	7	3	8	5	9	10	11	12	1	12
8	108988755	109465968	1	2	3	4	1	5	6	7	3	8	9	10	11	12	13	1	13
8	109465968	110429295	1	2	3	4	1	5	6	7	3	8	9	10	11	12	8	1	12
8	110429295	110434288	1	2	3	4	5	6	7	8	3	9	10	11	12	13	9	1	13
8	110434288	111759191	1	2	3	4	1	5	6	7	3	8	9	10	11	12	8	1	12
8	111759191	112488142	1	2	3	4	1	5	6	7	3	8	9	10	11	12	13	1	13
8	112488142	112881866	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	112881866	112909413	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
8	112909413	113888085	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	1	14
8	113888085	113892574	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
8	113892574	114438072	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	1	14
8	114438072	114452624	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
8	114452624	115698619	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	1	14
8	115698619	116547453	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
8	116547453	116617772	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	116617772	117904658	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
8	117904658	118127601	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	14
8	118127601	119257267	1	1	2	1	3	4	5	6	7	8	9	10	11	12	13	1	13
8	119257267	119261085	1	1	2	1	3	4	5	6	7	8	3	9	10	11	12	1	12
8	119261085	119336430	1	1	2	1	3	4	5	6	7	8	3	9	10	11	12	13	13
8	119336430	119421931	1	2	3	2	4	5	6	7	8	9	4	10	11	12	13	14	14
8	119421931	119423598	1	2	3	4	5	6	7	8	9	10	5	11	12	13	14	15	15
8	119423598	120069427	1	2	3	2	4	5	6	7	8	9	4	10	11	12	13	1	13
8	120069427	120108567	1	2	3	2	4	5	6	7	8	9	10	11	12	13	14	1	14
8	120108567	120660344	1	2	3	2	4	5	6	3	7	8	9	10	11	12	13	1	13
8	120660344	120734079	1	2	3	2	4	5	6	3	7	8	9	10	11	12	13	14	14
8	120734079	120835132	1	2	3	2	4	5	6	7	8	9	10	11	12	13	14	15	15
8	120835132	121406814	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
8	121406814	121407748	1	2	3	4	5	6	7	8	9	10	11	12	2	13	14	15	15
8	121407748	121411510	1	2	3	4	1	5	6	7	8	9	10	11	2	12	13	14	14
8	121411510	122415186	1	2	3	4	1	5	6	7	8	9	10	11	2	12	13	1	13
8	122415186	122891162	1	2	3	4	1	5	6	7	8	9	9	10	2	11	12	1	12
